,Row ID,login name,condition1,condition2,student1,student2,student 3,class,Session Id,time first action,time last action,Time,Time Taken,Problem Name,Step Name,Attempt At Step,Outcome,Selection,Graph #,Method_Recognized_1_Copied,Method_Recognized_2_Copied,Action,Input,Next_Input,Feedback Text,CF(Method1),CF(Method2),CF(advice),CF(new1),CF(new2),CF(step1_1),CF(step1_2),CF(step1_3),CF(step1_4),CF(step1_5),CF(step1_6),CF(step1_7),CF(step1_8),CF(step2_1),CF(step2_2),CF(step2_3),CF(step2_4),CF(step2_5),CF(step2_6),CF(step2_7),CF(step2_8),Unnamed: 46,Unnamed: 47,Unnamed: 48,Input.1,Next_Input.1,Cleaned method 1,Cleaned method 2,cases,Time_seconds,Timeshifted,Duration
9256,ID19258,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:58,00:00:00,trampoline,deleteAll1 ButtonPressed,12.0,CORRECT,deleteAll1,1.0,st1,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Delete all,Delete all,,"1 ""3"" ""5"" ""7"" ""9""",,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""","nil(1,3,5,7,9) = nil",,,,,,,,,,,,,,,,,,,,,st1,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1670.0,00:37:15,17.0
9258,ID19260,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:37:15,00:00:17,trampoline,function1 UpdateComboBox,24.0,CORRECT,function1,1.0,st1 Count,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,Count,Count,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1687.0,00:37:25,10.0
9259,ID19261,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:37:25,00:00:10,trampoline,function1 UpdateComboBox,25.0,CORRECT,function1,1.0,st1 Count Count,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,Count,all,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1697.0,00:37:39,14.0
9260,ID19262,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:37:39,00:00:14,trampoline,pointsSelection1 UpdateComboBox,13.0,CORRECT,pointsSelection1,1.0,st1 Count Count all,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,all,none,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count all,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1711.0,00:37:47,8.0
9261,ID19263,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:37:47,00:00:08,trampoline,pointsSelection1 UpdateComboBox,14.0,CORRECT,pointsSelection1,1.0,st1 Count Count all none,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,none,choose...,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count none,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1719.0,00:37:56,9.0
9262,ID19264,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:37:56,00:00:09,trampoline,pointsSelection1 UpdateComboBox,15.0,CORRECT,pointsSelection1,1.0,st1 Count Count all none choose...,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,choose...,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose...,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1728.0,00:38:00,4.0
9263,ID19265,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:00,00:00:04,trampoline,button1_2 ButtonPressed,5.0,CORRECT,button1_2,1.0,st1 Count Count all none choose... 2,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1732.0,00:38:02,2.0
9264,ID19266,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:02,00:00:02,trampoline,button1_4 ButtonPressed,5.0,CORRECT,button1_4,1.0,st1 Count Count all none choose... 2 4,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1734.0,00:38:05,3.0
9265,ID19267,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:05,00:00:03,trampoline,button1_6 ButtonPressed,4.0,CORRECT,button1_6,1.0,st1 Count Count all none choose... 2 4 6,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1737.0,00:38:08,3.0
9266,ID19268,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:08,00:00:03,trampoline,button1_8 ButtonPressed,4.0,CORRECT,button1_8,1.0,st1 Count Count all none choose... 2 4 6 8,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1740.0,00:38:11,3.0
9267,ID19269,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:11,00:00:03,trampoline,use1 ButtonPressed,23.0,CORRECT,use1,1.0,st1 Count Count all none choose... 2 4 6 8 Use,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Use,/,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 ,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1743.0,00:38:26,15.0
9268,ID19270,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:26,00:00:15,trampoline,operator1_1 UpdateComboBox,10.0,CORRECT,operator1_1,1.0,st1 Count Count all none choose... 2 4 6 8 Use /,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,/,+,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 /,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1758.0,00:38:39,13.0
9269,ID19271,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:39,00:00:13,trampoline,operator1_1 UpdateComboBox,11.0,CORRECT,operator1_1,1.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,+,+,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1771.0,00:38:46,7.0
9270,ID19272,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:38:46,00:00:07,trampoline,operator2_1 UpdateComboBox,4.0,CORRECT,operator2_1,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Sum 1 4 5 6 9 Use +,UpdateComboBox,+,Submit Results,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Sum 1 4 5 6 9 +,"1 3 5 7 9,1 4 5 6 9",1778.0,00:39:34,48.0
9273,ID19275,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:39:34,00:00:28,trampoline,deleteAll2 ButtonPressed,8.0,CORRECT,deleteAll2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1,ButtonPressed,Delete all,Count,,,"1 ""4"" ""5"" ""6"" ""9""",,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,"Sum(1,4,5,6,9) = 25.0",,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1,"1 3 5 7 9,1 4 5 6 9",1826.0,00:39:37,3.0
9274,ID19276,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:39:37,00:00:03,trampoline,function2 UpdateComboBox,18.0,CORRECT,function2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count,UpdateComboBox,Count,all,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count,"1 3 5 7 9,1 4 5 6 9",1829.0,00:39:38,1.0
9275,ID19277,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:39:38,00:00:01,trampoline,pointsSelection2 UpdateComboBox,6.0,CORRECT,pointsSelection2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count all,UpdateComboBox,all,choose...,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count all,"1 3 5 7 9,1 4 5 6 9",1830.0,00:39:40,2.0
9276,ID19278,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:39:40,00:00:02,trampoline,pointsSelection2 UpdateComboBox,7.0,CORRECT,pointsSelection2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count all choose...,UpdateComboBox,choose...,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count choose...,"1 3 5 7 9,1 4 5 6 9",1832.0,00:39:52,12.0
9277,ID19279,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:39:52,00:00:12,trampoline,button2_2 ButtonPressed,2.0,CORRECT,button2_2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count all choose... 2,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count choose... 2,"1 3 5 7 9,1 4 5 6 9",1844.0,00:40:03,11.0
9278,ID19280,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:03,00:00:11,trampoline,button2_3 ButtonPressed,3.0,CORRECT,button2_3,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count all choose... 2 3,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count choose... 2 3,"1 3 5 7 9,1 4 5 6 9",1855.0,00:40:04,1.0
9279,ID19281,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:04,00:00:01,trampoline,button2_3 ButtonPressed,4.0,CORRECT,button2_3,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count all choose... 2 3 3,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count choose... 2 3 3,"1 3 5 7 9,1 4 5 6 9",1856.0,00:40:09,5.0
9281,ID19283,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:09,00:00:05,trampoline,deleteAll2 ButtonPressed,9.0,CORRECT,deleteAll2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1,ButtonPressed,Delete all,Count,,,"1 ""4"" ""5"" ""6"" ""9""",,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,"Count(2,3,3,3) = nil",,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1,"1 3 5 7 9,1 4 5 6 9",1861.0,00:40:11,2.0
9282,ID19284,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:11,00:00:02,trampoline,function2 UpdateComboBox,19.0,CORRECT,function2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count,UpdateComboBox,Count,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count,"1 3 5 7 9,1 4 5 6 9",1863.0,00:40:17,6.0
9283,ID19285,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:17,00:00:06,trampoline,button2_3 ButtonPressed,5.0,CORRECT,button2_2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2,"1 3 5 7 9,1 4 5 6 9",1869.0,00:40:18,1.0
9285,ID19287,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:18,00:00:01,trampoline,button2_2 ButtonPressed,3.0,CORRECT,button2_2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2 {3}  2,ButtonPressed,Dormin Button,Delete all,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3 2,"1 3 5 7 9,1 4 5 6 9",1870.0,00:40:22,4.0
9286,ID19288,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:22,00:00:04,trampoline,deleteAll2 ButtonPressed,10.0,CORRECT,deleteAll2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1,ButtonPressed,Delete all,Sum,,,"1 ""4"" ""5"" ""6"" ""9""",,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,"Count(3,2,2) = nil",,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1,"1 3 5 7 9,1 4 5 6 9",1874.0,00:40:26,4.0
9288,ID19290,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:26,00:00:02,trampoline,function2 UpdateComboBox,20.0,CORRECT,function2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count,UpdateComboBox,Count,Delete all,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count,"1 3 5 7 9,1 4 5 6 9",1878.0,00:40:46,20.0
9289,ID19291,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:46,00:00:20,trampoline,deleteAll2 ButtonPressed,11.0,CORRECT,deleteAll2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1,ButtonPressed,Delete all,Count,,,"1 ""4"" ""5"" ""6"" ""9""",,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,"Count(3,2,2) = nil",,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1,"1 3 5 7 9,1 4 5 6 9",1898.0,00:40:51,5.0
9291,ID19293,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:51,00:00:01,trampoline,button2_2 ButtonPressed,4.0,CORRECT,button2_2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 {Count} 2,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2,"1 3 5 7 9,1 4 5 6 9",1903.0,00:40:53,2.0
9292,ID19294,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:53,00:00:02,trampoline,button2_3 ButtonPressed,6.0,CORRECT,button2_3,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 {Count} 2 3,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3,"1 3 5 7 9,1 4 5 6 9",1905.0,00:40:56,3.0
9293,ID19295,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:40:56,00:00:03,trampoline,button2_7 ButtonPressed,3.0,CORRECT,button2_7,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 {Count} 2 3 7,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3 7,"1 3 5 7 9,1 4 5 6 9",1908.0,00:41:00,4.0
9295,ID19297,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:00,00:00:04,trampoline,delete2 ButtonPressed,1.0,CORRECT,delete2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1,ButtonPressed,Delete step,Count,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1,"1 3 5 7 9,1 4 5 6 9",1912.0,00:41:04,4.0
9296,ID19298,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:04,00:00:04,trampoline,function2 UpdateComboBox,21.0,CORRECT,function2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count,UpdateComboBox,Count,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count,"1 3 5 7 9,1 4 5 6 9",1916.0,00:41:08,4.0
9297,ID19299,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:08,00:00:04,trampoline,button2_2 ButtonPressed,5.0,CORRECT,button2_2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2,"1 3 5 7 9,1 4 5 6 9",1920.0,00:41:09,1.0
9298,ID19300,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:09,00:00:01,trampoline,button2_3 ButtonPressed,7.0,CORRECT,button2_3,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2 3,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3,"1 3 5 7 9,1 4 5 6 9",1921.0,00:41:11,2.0
9299,ID19301,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:11,00:00:02,trampoline,button2_7 ButtonPressed,4.0,CORRECT,button2_7,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2 3 7,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3 7,"1 3 5 7 9,1 4 5 6 9",1923.0,00:41:14,3.0
9300,ID19302,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:14,00:00:03,trampoline,button2_8 ButtonPressed,3.0,CORRECT,button2_8,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2 3 7 8,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3 7 8,"1 3 5 7 9,1 4 5 6 9",1926.0,00:41:16,2.0
9301,ID19303,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:16,00:00:02,trampoline,use2 ButtonPressed,15.0,CORRECT,use2,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2 3 7 8 Use,ButtonPressed,Use,Submit Results,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3 7 8 ,"1 3 5 7 9,1 4 5 6 9",1928.0,00:41:26,10.0
9303,ID19305,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:26,00:00:06,trampoline,operator2_1 UpdateComboBox,5.0,CORRECT,operator2_1,2.0,st1 Count Count all none choose... 2 4 6 8 Use / +,st1 Count 2 3 7 8 Use +,UpdateComboBox,+,Submit Results,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 +,st1 Count 2 3 7 8 +,"1 3 5 7 9,1 4 5 6 9",1938.0,00:41:53,27.0
9308,ID19310,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:53,00:00:07,trampoline,operator1_1 UpdateComboBox,13.0,CORRECT,operator1_1,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + -,st1 Count 2 3 7 8 Use + ,UpdateComboBox,-,-,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 -,st1 Count 2 3 7 8 + ,"1 3 5 7 9,1 4 5 6 9",1965.0,00:41:55,2.0
9309,ID19311,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:41:55,00:00:02,trampoline,operator2_1 UpdateComboBox,6.0,CORRECT,operator2_1,2.0,st1 Count Count all none choose... 2 4 6 8 Use / + -,st1 Count 2 3 7 8 Use +  -,UpdateComboBox,-,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 -,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",1967.0,00:44:38,163.0
9313,ID19315,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:44:38,00:00:22,trampoline,function1 UpdateComboBox,26.0,CORRECT,function1,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count,st1 Count 2 3 7 8 Use +  -,UpdateComboBox,Count,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2130.0,00:44:41,3.0
9314,ID19316,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:44:41,00:00:03,trampoline,button1_1 ButtonPressed,2.0,CORRECT,button1_1,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count 1,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count 1,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2133.0,00:44:43,2.0
9315,ID19317,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:44:43,00:00:02,trampoline,button1_3 ButtonPressed,2.0,CORRECT,button1_3,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count 1 3,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count 1 3,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2135.0,00:44:44,1.0
